股票代號,代號,名稱,掛牌最高,掛牌最低,資金用途,掛牌日期,資金用途分類
6477,64774,安集四,113,94,興建或購置電廠12.2億，充實營運資金9百萬,2022/7/21,充實營運資金
6486,64861,互動一,132.2,99.55,購置辦公大樓及倉儲6.03億,2019/11/22,資本支出
6486,64862,互動二,175,108.2,充實營運資金6.36億,2023/1/11,充實營運資金
6496,64961,科懋一,114,99.7,轉投資科進製藥0.87億，轉投資馬來西亞子公司0.33億，充實營運資金1.28億。,2020/9/24,充實營運資金
6509,65092,聚和二,146,101.5,,2009/11/13,
6509,65093,聚和三,145,92.5,,2009/11/14,
6509,65094,聚和四,119,99.9,償還金融機構借款3億,2014/10/30,償還銀行借款
6509,65095,聚和五,145,98,償還銀行借款3.3億,2021/10/29,償還銀行借款
6509,65096,聚和六,122.1,99.95,現金增資8.06億，聚和六募得5.77億，償還借款5億，屏科廠廠房14.83億，屏科廠機器設備20.67億,2024/7/3,償還銀行借款
6515,65151,穎崴一,165,118,充實營運資金11.63億,2024/5/31,充實營運資金
6532,65321,瑞耘一,200,101.95,取得土地2.4億，興建廠房2.79億及購置設備0.2億元，共計5.4億,2020/3/18,資本支出
6546,65461,正基一,155,92.1,償還銀行借款3.56億，充實營運資金2.46億,2024/6/5,償還+充實
6547,65471,高端疫苗一,100.45,86.75,現金增資15.4億，高端一募得17.55億，充實營運資金32.95億,2022/5/9,充實營運資金
6548,65481,長科一,148,120,還銀行借款18.08億,2021/7/19,償還銀行借款
6552,65521,易華電一,123.5,98.05,償還 銀行借款3.83億，購置機器設備1.5億,2021/10/25,償還銀行借款
6558,65581,興能高一,111.8,91.5,遷廠改良0.24億，購置研發設備0.78億，償還銀行借款0.8億，充實營運資金1.3億，轉投資海外資公司,2019/11/20,償還+充實
6570,65701,維田一,185,103.85,現金增資1.05億，3000張/35元，維田一募得1.56億，償還銀行借款1.5億，充實營運資金1.1億,2022/6/6,償還+充實
6573,65731,虹揚一KY,105,77.5,償還銀行借款3億，充實營運資金3億,2018/8/17,償還+充實
6578,65781,達邦蛋白一,202,102.5,現金增資1億，6250張/16元，達邦蛋白一募得2.24億，購買土地2.91億，興建廠房1.07億，購置生產設備0.91億,2021/12/8,資本支出
6579,65791,研揚一,138.1,96,0,,
6584,65841,南俊國際一,224,101,發行第一次有擔保CB 7000張，114.7%發行，發行第二次無擔保CB 3000張，100.5發行。資金用途為償還銀行借款11.04億。,2024/10/29,償還銀行借款
6584,65842,南俊國際二,207,98,發行第一次有擔保CB 7000張，114.7%發行，發行第二次無擔保CB 3000張，100.5發行。資金用途為償還銀行借款11.04億。,2024/10/30,償還銀行借款
6585,65851,鼎基一,192,105.6,償還銀行借款7億，充實營運資金0.61億，與鼎基二同時發行,2023/10/26,償還+充實
6585,65852,鼎基二,191,106,償還銀行借款7億，充實營運資金0.61億，與鼎基一同時發行,2023/10/27,償還+充實
6589,65891,台康生技一,313,109.8,充實營運資金(EG12014研究費用10.39億，薪資費用2.76億)。現增10.15億/35000張/29元,2020/5/29,充實營運資金
6591,65911,動力一KY,182,95.2,充實營運資金2.3 億,2019/1/3,充實營運資金
6591,65912,動力二KY,127,96.3,償還銀行借款0.71億，充實營運資金2.49億。,2020/9/1,償還+充實
6591,65913,動力三KY,195,94.6,現金增資1億，2000張/50元，動力三募得2億，償還銀行借款0.5億，充實營運資金2.5億,2022/8/12,償還+充實
6593,65931,台灣銘板一,496,113.5,償還銀行借款2.3億，充實營運資金0.99億,2022/12/14,償還+充實
6603,66031,富鑫一,113,87.2,,,
6603,66032,富強鑫二,167,103.5,償還銀行借款3億,2015/6/2,償還銀行借款
6603,66033,富強鑫三,136.25,98.05,償還銀行借款5億,2022/8/24,償還銀行借款
6605,66051,帝寶一,192,97,,,
6613,66131,朋億一,281,105.1,償還銀行借款3.95億，充實營運資金4.13億,2022/12/12,償還+充實
6616,66161,特昇一KY,104,85,償還銀行借款1.25億，轉投資子公司0.45億，充實營運資金0.32億,2019/12/3,償還+充實
6616,66162,特昇二KY,120.5,95,現金增資0.79億，5000張/15.96元，特昇三募得1.2億，償還第一次保轉換公司債2.01億,2021/11/11,借新還舊
6616,66163,特昇三KY,119.35,93.5,現金增資0.49億，4166張/12元，特昇三募得1.2億，償還第二次轉換公司債1.21億，充實營運資金0.48億,2023/9/20,借新還舊
6624,66241,萬年清一,173,101.35,現金增資1億，2880張/35元，萬年清一募得1.1億，償還銀行借款2.14億,2024/7/5,償還銀行借款
6629,66291,泰金一KY,126,97.1,償還銀行借款1.5億，充實營運資金1.5億,2020/10/22,償還+充實
6629,66292,泰金二KY,129,96,現金增資2.6億，2600張/100元，泰金二募得3億，償還銀行借款1.04億，充實營運資金4.56億,2024/9/13,償還+充實
6641,66411,基士德一KY,109.8,93,"現金增資1.5億，3000張/50元，基士德一募得3.13億，償還銀行借款1.5億，充實營運資金1.1億
興建廠房- 揚州川源新廠 1.8億，平湖廠二期 1.96億，購置機器設備0.54億，轉投資裕山公司 0.83億",2021/5/17,償還+充實
6645,66451,金萬林一創,112.6,101.4,償還銀行借款1.47億，充實營運資金0.63億，共計2.1億,1900/1/0,償還+充實
6654,66541,天正國際一,122.5,98,充實營運資金 4.65億,2021/12/10,充實營運資金
6655,66551,科定一,440,110.65,償還銀行借款3.03億,2021/1/5,償還銀行借款
6664,66641,群翊一,403,102,償還銀行借款2.55億，充實營運資金2.5億。,2022/5/30,償還+充實
6664,66642,群翊二,127.9,95.55,償還銀行借款1.47億，充實營運資金0.63億，共計2.1億,2024/11/19,償還+充實
6668,66681,中揚光一,125.8,99.75,償還銀行借款6億，購置機器設備0.64億,2019/1/2,償還銀行借款
6668,66682,中揚光二,125,97.4,償還銀行借款6億，購置機器設備0.64億,2019/1/3,償還銀行借款
6668,66683,中揚光三,131.5,93.3,償還國內第一次及國內第二次轉換公司債持有人執行賣回權所需資金6.52億,2022/1/3,借新還舊
6670,66701,復盛應用一,217,103.2,償還銀行借款6.56億，充實營運資金10.24億,2022/4/11,償還+充實
6680,66801,鑫創電子一,143.9,105,購置辦公大樓(含車位)4.98億，償還銀行借款1億,2024/9/2,償還銀行借款
6702,67021,興航一,127.75,31.5,,1900/1/0,
6706,67061,惠特一,158,98.4,現金增資5.5億，5000張/110元，惠特一募得5億，償還銀行借款8億，充實營運資金2.5億,2021/2/3,償還+充實
6706,67062,惠特二,115.9,88.05,現金增資5億，5000張/100元，惠特二募得5億，償還銀行借款4億，充實營運資金6億,2024/10/25,償還+充實
6715,67151,嘉基一,186,106.8,現金增資3.01億，3500張/86元，嘉基一募得3.48億，償還銀行借款3.17億，充實營運資金3.31 億,2022/1/19,償還+充實
6715,67152,嘉基二,138,97.5,現金增資3.21億，3000張/107元，嘉基二募得3.44億，興建龍潭廠房6.22億，購置機器設備0.31億,2024/1/18,資本支出
6727,67271,亞泰金屬一,199,112.2,興建廠房2.99億，購置機器設備0.27億,2021/6/10,資本支出
6753,67531,龍德造船一,180,101,償還銀行借款2.5億，興建六廠北棟廠房15億,2024/6/25,償還銀行借款
6761,67611,穩得一,140,99.95,購買土地2.38億，興建廠房2.64億，建置實驗室0.56億,2022/6/8,資本支出
6768,67681,志強一KY,172,102.05,興建廠房暨購置機器設備14.45億，發行CB1共10000張，競拍114.23元發行,2024/10/31,資本支出
6796,67961,晉弘一,119.8,93,現金增資1.02億，1250張/85元，晉弘一募得2.億，充實營運資金3.14億,2023/8/25,充實營運資金
6803,68031,崑鼎一,171,93,,2010/11/5,
6804,68041,明係一,111,93.75,現金增資2.3億，5000張/46元，明係一募得2.08億，償還銀行借款2.3億，充實營運資金2.08億,2023/6/19,償還+充實
6806,68061,森崴能源一,167,96.7,充實營運資金19.27億，投資越南再生能源案場12.42億,2023/11/22,充實營運資金
6823,68231,濾能一,120,98.05,南科新廠建置及購置設備2.52億,2023/6/1,資本支出
6830,68301,汎銓一,152,99.85,"轉投資 100%持股之日本子公司 MSS JAPAN 株式會社及美國子公司 MSS 
USA CORP共5.9億，償還銀行借款5.1億，共計11億，發行CB1共5000張，競拍110.28發行，現增5000張，120元發行",2024/8/15,借新還舊
6835,68351,圓裕一,113.8,94.5,轉投資子公司所需10.99億，已投入4.13億，114年3Q投入6.41億，發行第一次無擔保CB 6000張，106.95%發行。,2024/11/1,轉投資
6840,68401,東研信超一,130.5,88.5,現金增資1.5億，2500張/60元，東研信超一募得2.1億，償還銀行借款2.1億，建置實驗室及購置儀器設備1.5億,2024/5/27,償還銀行借款
6846,68461,綠茵一,106.9,92.9,興建廠房12.08億，購買機器設備2.92億，共計15億，發行CB1共3500張，詢圈，CB2共3500張，競拍，現增1600張，暫定56元,2025/3/13,資本支出
6846,68462,綠茵二,106.7,94,興建廠房12.08億，購買機器設備2.92億，共計15億，發行CB1共3500張，詢圈，CB2共3500張，競拍，現增1600張，暫定56元,2025/3/25,資本支出
6854,68541,錼創科技-KY創一,119,100.05,購置機器設備10.84億，充實營運資金11億，共計21.84億，發行CB1共8000張，詢圈100發行，同時現增10500張，暫定120元,2025/2/27,充實營運資金
6863,68631,永道一KY,117.3,89.05,興建廠房6.73億，購置機器設備9.09億,2024/10/15,資本支出
6869,68691,雲豹能源一,365,106.6,償還銀行借款3億，充實營運資金5.54億,2023/11/28,償還+充實
6870,68701,騰雲一,113.7,93,購置集團研發暨營運總部及其附屬設備7.11億，充實營運資金0.35億，共計7.47億，CB1發行3500張詢圈/CB2發行3500張競拍112.33元,2024/12/5,充實營運資金
6870,68702,騰雲二,118.5,94.5,購置集團研發暨營運總部及其附屬設備7.11億，充實營運資金0.35億，共計7.47億，CB1發行3500張詢圈/CB2發行3500張競拍112.33元,2024/12/5,充實營運資金
6873,68731,泓德能源一,262,104.1,償還銀行借款2.66億，充實營運資金7.53億,2023/9/28,償還+充實
6874,68741,倍力一,111,97,償還銀行借款3.03億,2024/11/4,償還銀行借款
7402,74021,邑錡一,316,101.45,充實營運資金3億,2021/11/9,充實營運資金
8011,80111,台通一,178,99.2,現金增資2.68億，台通一募得2.8億，轉投資台智網5.26億,2014/3/13,轉投資
8011,80112,台通二,154,105.1,轉投資台智網2.2億，充實營運資金0.8億，與台通三同時發行,2016/6/21,充實營運資金
8011,80113,台通三,156,105.5,轉投資台智網2.2億，充實營運資金0.8億，與台通二同時發行,2016/6/22,充實營運資金
8011,80114,台通四,178,99.65,轉投資台智網2.6億，充實營運資金0.4億。,2019/6/24,充實營運資金
8016,80161,矽創一,190,99.5,,,
8021,80211,尖點一,115,108.3,,,
8027,80271,鈦昇一,259,107,償還銀行借款0.98億，充實營運資金2.02億,2015/11/27,償還+充實
8027,80272,鈦昇二,243,103,擴建廠房1億，充實營運金3.16億,2018/6/20,充實營運資金
8027,80273,鈦昇三,219,101,興建廠房6.4億，充實營運資金3.7億,2022/7/13,充實營運資金
8028,80281,昇陽半導體一,120.8,96.9,購置機器設備10.2億,2019/11/13,資本支出
8028,80282,昇陽半導體二,139.05,94,購置機器設備10.83億，償還銀行借款10億，共計20.83億,2025/1/22,償還銀行借款
8034,80341,榮群一,169,90,,,
8038,80381,長園科一,145,100,償還銀行借款1.67億，興建二期廠房2.32億,2014/9/16,償還銀行借款
8039,80391,台虹一,188,97.5,,,
8039,80392,台虹二,126.2,97.7,,2010/11/7,
8042,80421,金山電一,321,100,,,
8042,80422,金山電二,116,94,,2009/12/20,
8042,80423,金山電三,210,98.05,償還銀行借款5億，發行CB3共2500張，現增6950張，36元,2012/10/29,借新還舊
8042,80424,金山電四,195,101.5,償還銀行借款5億,2015/6/30,償還銀行借款
8042,80425,金山電五,109.45,89,償還銀行借款10.06億，現增3.02億，5500張/55元。,2018/7/10,償還銀行借款
8043,80431,蜜望實一,158,86,,,
8044,80441,網家一,142,98.8,償還銀行借款7億及充實營運資金8.45億,2020/10/7,償還+充實
8049,80491,晶采一,248,90.5,,,
8049,80492,晶采二,120,40,,2007/7/28,
8049,80493,晶采三,134.7,97.5,償還銀行借款1億，轉投資大陸1.7億，充實營運資金0.3億,2011/11/7,償還+充實
8050,80501,廣積一,203,100,,,
8050,80502,廣積二,167,100.5,,2010/1/30,
8050,80503,廣積三,212,102,現金增資2.97億，廣積三募得2億，償還銀行借款2.77億，充實營運資金2.19億,2012/9/18,償還+充實
8050,80504,廣積四,158,107,現金增資3.5億，廣積四募得1.5億，償還銀行借款5億,2015/2/13,償還銀行借款
8050,80505,廣積五,200,103,償還銀行借款8億元,2020/9/7,償還銀行借款
8050,80506,廣積六,158,100,償還銀行借款12.85億，充實營運資金 3.15億,2022/11/22,償還+充實
8066,80661,來思達一,110.5,99.5,償還銀行借款1.92億及充實營運資金1.16億，共計3億元,2019/12/17,償還+充實
8067,80671,志旭一,182,93,,,
8069,80691,元太一,300,90.25,,,
8069,80692,元太二,202,93,,2009/8/1,
8070,80701,長華一,260,98,,2004/4/1,
8070,80702,長華二,120.5,99.1,,2006/12/14,
8070,80703,長華三,115.95,98.4,,2010/7/31,
8070,80704,長華四,188,108.95,償還銀行借款12.06億,2020/11/25,償還銀行借款
8070,80705,長華五,163,105,償還銀行借款12.12億,2023/3/13,償還銀行借款
8071,80711,豐聲一,116,88,,,
8074,80741,鉅橡一,189,88,,,
8074,80742,鉅橡二,116,79.5,,,
8074,80743,鉅橡三,312,108,新建廠房1.8億，償還銀行借款0.72億，與鉅橡四同時發行,2012/10/18,償還銀行借款
8074,80744,鉅橡四,280,110,新建廠房1.8億，償還銀行借款0.72億，與鉅橡三同時發行,2012/10/18,償還銀行借款
8074,80745,鉅橡五,187,105.2,償還銀行借款4.5億,2015/8/20,償還銀行借款
8076,80761,伍豐一,385,100,,,
8076,80762,伍豐二,348,107,,2006/8/22,
8076,80763,伍豐三,477,107,償還銀行借款5億,2012/12/27,償還銀行借款
8076,80764,伍豐四,128,99.7,償還銀行借款2.77億，充實營運資金3.22億,2018/6/20,償還+充實
8077,80771,冠華一,128,73,,,
8079,80791,誠遠一,163,99,,,
8079,80792,誠遠二,163,86.5,,,
8082,80821,捷超一,256,117,,,
8082,80822,捷超二,147.5,100,,2008/4/29,
8082,80823,捷超三,139,82,,2008/5/2,
8084,80841,巨虹一,128,102.9,,,
8085,80851,福華一,245,84.1,,,
8085,80852,福華二,100,77,,2007/10/20,
8087,80871,華鎂一,111.8,100,,,
8088,80881,品安一,269,265,,,
8088,80882,品安二,151,100,,,
8091,80911,翔名一,187,105,,2010/4/27,
8091,80912,翔名二,151,100.95,購買機器設備0.82億，償還銀行借款0.91億，充實營運資金2.26億，與翔名三同時發行,2011/11/7,償還+充實
8091,80913,翔名三,146,100.2,購買機器設備0.82億，償還銀行借款0.91億，充實營運資金2.26億，與翔名二同時發行,2011/11/8,償還+充實
8091,80914,翔名四,133.95,102,買新廠，土地3.18億、建置廠房3億、購置設備3.07億、償還銀行借款2.38億，共籌資11.64億，現增4800張，發行115元籌資5.52 億，發行第四次無擔保CB5500張，三年100.5元發行，籌資5.52億。,2024/8/15,借新還舊
8092,80921,建暐一,103.5,98,,,
8092,80922,建暐二,216,100.5,償還銀行借款1.2億,2011/8/12,償還銀行借款
8092,80923,建暐三,147,106.6,償還銀行借款1.3億。,2020/7/22,償還銀行借款
8092,80924,建暐四,230,120.15,償還銀行借款1.39億，充實營運資金0.97億,2024/3/11,償還+充實
8096,80961,擎亞一,157,92,,,
8097,80971,鴻松一,157,101.6,,,
8097,80972,常珵二,381,112.2,現金增資1.12億，8000張/14元，常埕二募得2億，充實營運資金3.16億,2021/6/21,充實營運資金
8101,81011,華冠一,141,53,,,
8103,81031,瀚荃一,232,99,,,
8103,81032,瀚荃二,188,97.8,,2006/7/7,
8103,81033,瀚荃三,207,96,,2010/5/29,
8103,81034,瀚荃四,219,99.5,償還銀行借款5.29億,2021/10/21,償還銀行借款
8104,81041,錸寶一,192,97,償還銀行借款1.8億，充實營運資金1.7億,2020/7/17,償還+充實
8104,81042,錸寶二,119,90,轉投資新寶資產股份有限公司 7.25億,2022/1/11,轉投資
8105,81051,凌巨一,161,94.5,,2010/6/29,
8105,81052,凌巨二,103.8,81.45,,2011/3/11,
8107,81071,大億一,112.2,86,,2007/8/28,
8107,81072,大億二,123,100.5,償還銀行借款6億，與大億科三同時發行,2011/7/18,償還銀行借款
8107,81073,大億三,148,83.5,償還銀行借款6億，與大億科二同時發行,2011/7/18,償還銀行借款
8109,81091,博大一,175,106.5,現金增資2.9億，5000張/58元，博大一募得3.34億，興建廠房3.72億，購置機器設備2.45億，充實營運資金0.06億,2021/7/20,充實營運資金
8110,81101,華東一,138,92.9,購置機器設備10億,2014/11/14,資本支出
8110,81102,華東二,112.5,97.2,購置機器設備10.75億,2018/3/19,資本支出
8111,81111,立碁一,190,91.75,,,
8111,81112,立碁二,127,93.5,,2007/8/24,
8111,81113,立碁三,126,40.3,,2007/8/24,
8112,81121,至上一,130.1,75,,2004/3/23,
8112,81122,至上二,145,100,,2005/11/7,
8112,81123,至上三,124.1,85,,2007/6/26,
8112,81124,至上四,322,107,,2009/6/23,
8112,81125,至上五,116,100.85,,2010/4/10,
8112,81126,至上六,134.6,100.5,償還銀行借款10億,2011/7/26,償還銀行借款
8112,81127,至上七,152,107,現金增資2.7億，至上七募得6億，償還銀行借款8.7億,2013/12/3,償還銀行借款
8112,81128,至上八,288,101.5,現金增資3.75億，至上八募得10億，償還銀行借款13.75億,2016/5/31,償還銀行借款
8112,81129,至上九,221,95.95,辦理國內現金增資發行甲種特別股13.5億，至上九募得12.06億，償還銀行借款25.56億,2022/3/10,償還銀行借款
8114,81141,振樺電一,124,98,興建廠房7.41億，購買機器設備1.55億,2014/7/28,資本支出
8114,81142,振樺電二,106.5,91.8,現金增資4.5億，3000張/150元，振樺二募得12億，轉投資子公司PBM 17.6億,2016/11/8,轉投資
8147,81471,正淩一,167,100.2,償還銀行借款0.86億，充實營運資金1.36億,2015/1/30,償還+充實
8147,81472,正淩二,248,102,償還銀行借款0.98億，充實營運資金2.01億,2022/1/21,償還+充實
8147,81473,正淩三,120.9,94.5,償還銀行借款0.98億，充實營運資金2.01億。,2024/10/3,償還+充實
8155,81551,博智一,153,102.05,新建廠房共計17.4億，CB1發行10000張，現增5000張,2025/1/10,資本支出
8171,81711,天宇一,234,104.5,償還銀行借款0.5億，充實營運資金1.1億,2012/12/7,償還+充實
8171,81712,天宇二,119,100,償還銀行借款1億，轉投資-天宇通訊科技(昆山)有限1.65億,2014/9/5,償還銀行借款
8171,81713,天宇三,140.1,99.6,現金增資2.56億，8000張/32元，天宇三募得4億，償還銀行借款0.77億，充實營運資金5.82億,2021/3/23,償還+充實
8171,81714,天宇四,136,105.15,發行第四次有擔保CB 2500張，及第五次無擔保CB 2500張，償還銀行借款3.17億，建議太陽能媽電設備2.08億，充實營運資金0.31億，共計5.56億。,2024/11/12,償還+充實
8171,81715,天宇五,128,93.05,發行第四次有擔保CB 2500張，及第五次無擔保CB 2500張，償還銀行借款3.17億，建議太陽能媽電設備2.08億，充實營運資金0.31億，共計5.56億。,2024/11/14,償還+充實
8210,82101,勤誠一,240,99.1,償還銀行借款10.2億，充實營運資金0.76億,2024/1/19,償還+充實
8213,82131,志超一,135,100.3,償還銀行借款8億,2017/1/12,償還銀行借款
8234,82341,新漢一,121,95.05,,2008/5/23,
8240,82401,華宏一,130.5,100,,2010/5/4,
8240,82402,華宏二,106.8,97.1,現金增資6億，15000張/40元，華宏二募得3億，償還銀行借款9.19億,2013/1/21,償還銀行借款
8249,82491,菱光一,156,97,,,
8255,82551,朋程一,132.5,100,現金增資15.5億，10000張/155元，朋程一募得8億，償還銀行借款23.54億,2023/8/9,償還銀行借款
8261,82611,富鼎一,185,96,,2007/4/20,
8261,82612,富鼎二,120,99.3,,2010/6/21,
8261,82613,富鼎三,120,100,,2010/6/21,
8266,82661,中日一,117.1,102.2,,2010/6/26,
8277,82771,商丞一,155,93.5,償還銀行借款1.25億，擴增生產線0.75億,2014/8/25,償還銀行借款
8277,82772,商丞二,235,80,,2007/5/21,
8277,82773,商丞三,107,97,,1900/1/0,
8287,82871,英格爾ㄧ,1390,96.25,,2007/7/30,
8289,82891,泰藝一,118,95,,2010/11/14,
8299,82991,群聯一,153,97,購置土地6億，五期廠辦大樓暨停車塔工程24.01億，購置研發設備4.17億,2021/12/17,資本支出
8299,82992,群聯二,270,102,充實營運資金60.6億,2024/1/23,充實營運資金
8349,83491,友信一,243,107,,2010/11/29,
8349,83492,恒耀二,158,100,償還銀行借款5.5億，充實營運資金4.5億,2015/5/14,償還+充實
8349,83493,恒耀三,214,103,償還銀行借款14.6億，充實營運資金0.38億,2016/6/3,償還+充實
8349,83494,恒耀四,175,93.05,償還銀行借款5.2億，支付第二次無擔保CB本金4.81億。現增特別股5億/10000張/50元,2020/3/6,借新還舊
8354,83541,冠郝一,144.45,94,,2008/2/23,
8367,83671,建新國際一,120.5,95,現金增資2.97億，6600張/45元，建新一募得7億，償還銀行借款7億，充實營運資金3.45億,2022/1/25,償還+充實
8374,83741,羅昇一,122,93,償還銀行借款3.1億，充實營運資金0.9億,2011/6/22,償還+充實
8374,83742,羅昇二,120,92.9,償還銀行借款 2億，充實營運資金3億，共計5億，發行CB2共5000張，競拍107.06發行,2024/11/15,借新還舊
8383,83831,千附一,182,101.95,,,
8390,83901,金益一,121,98.8,,2009/12/5,
8390,83902,金益二,120,101,,2009/12/6,
8390,83903,金益三,127.1,98.9,,2011/4/15,
8390,83904,金益四,107.9,99.9,充實營運資金1.5億，償還銀行借款2億,2012/10/18,償還+充實
8390,83905,金益鼎五,190,104.5,償還銀行借款3億，充實營運資金2.05億。,2019/11/19,償還+充實
8401,84011,白紗一,150,100.5,償還銀行借款1.38億，充實營運資金0.61億,2013/6/10,償還+充實
8403,84031,盛弘一,211,106.6,購置固定資產0.9億，充實營運資金0.8億,2012/5/30,充實營運資金
8403,84032,盛弘二,155,101,購置固定資產3億，充實營運資金2億,2013/8/2,充實營運資金
8403,84033,盛弘三,153,99.75,購置固定資產2億，購買股權2億，充實營運資金2億,2018/2/9,充實營運資金
8406,84061,金可一KY,129.9,95.7,,1900/1/0,
8411,84111,福貞一KY,109,99,現金增資10.5億，福貞一募得10億，購置機器設備8.45億，償還銀行借款9.93億，充實營運資金4.36億,2013/8/20,償還+充實
8411,84112,福貞二KY,102.7,89.1,現金增資5.84億，福貞二募得4億，償還銀行借款8.99億，充實營運資金0.85億,2022/10/13,償還+充實
8420,84201,明揚一,148.9,90.3,償還銀行借款3億，充實營運資金2.14億。,2022/10/7,償還+充實
8421,84211,旭源一,159,100,償還銀行借款1.5億,2014/3/18,償還銀行借款
8422,84221,可寧衛一,222,102.7,償還銀行借款9億，轉投資大創綠能 16億，充實營運資金0.59億,2022/11/22,償還+充實
8422,84222,可寧衛二,170,96.3,償還銀行借款20.2億，發行CB2共20000張,2025/4/7,借新還舊
8429,84291,金麗一KY,109.75,88.2,興建廠房12.55億，購置機器設備2.2億,2014/2/24,資本支出
8431,84311,匯鑽科一,163,99.2,轉投資-匯鑽(深圳) 1.87億，轉投資台灣子公司1.12億,2015/10/16,轉投資
8433,84331,弘帆一,147.85,98.95,償還銀行借款3.03億,2023/3/7,償還銀行借款
8433,84332,弘帆二,118.5,96.65,償還銀行借款5.16億，與弘帆三同時發行,2024/5/24,償還銀行借款
8433,84333,弘帆三,111.5,96,償還銀行借款5.16億，與弘帆二同時發行,2024/5/27,償還銀行借款
8436,84361,大江一,273,110.5,興建面膜廠2億，購置機器設備0.5億，償還銀行借款2.52億,2015/10/16,償還銀行借款
8436,84362,大江二,164,100,興建物流倉庫建築及建置自動化倉儲系統6.15億，置機器設備4.22億，充實營運資金4億,2018/6/8,充實營運資金
8437,84371,大地一KY,208,109.05,購置三方辦園 裝修資產3.5億，充實營運資金 1.5億，與大地二同時發行,2016/3/11,充實營運資金
8437,84372,大地二KY,202,107.6,購置三方辦園 裝修資產3.5億，充實營運資金 1.5億，與大地一同時發行,2016/3/14,充實營運資金
8442,84421,威宏一KY,210,110.6,償還銀行借款3.06億,2022/8/19,償還銀行借款
8442,84422,威宏二KY,158,104,現金增資3.01億，4500張/67元，威宏二募得4億，償還銀行借款6.03億，充實營運資金1.44億,2023/10/19,償還+充實
8450,84501,霹靂一,149.5,85.05,轉投資子公司6億,2015/7/13,轉投資
8462,84621,柏文一,259,104.1,增設新廠館3.59億，購置健身器材1.74億,2018/1/22,資本支出
8462,84622,柏文二,129.9,99.8,增設新廠館2.87億，購置健身器材1.74億,2021/1/6,資本支出
8462,84623,柏文三,133,101.7,增設新廠館2.3億，購置健身器材1.22億,2023/4/14,資本支出
8466,84661,美吉吉一KY,105.8,95.8,償還銀行借款4.53億，充實營運資金1.53億。,2020/8/12,償還+充實
8466,84662,美吉吉二KY,132,93,償還第一次轉換公司債本金5.05億,2023/7/26,借新還舊
8467,84671,波力一KY,117,100.6,償還銀行借款3.01億,2020/8/7,償還銀行借款
8467,84672,波力二KY,178,107,償還銀行借款6.3億，與波力三同時發行,2024/5/30,償還銀行借款
8467,84673,波力三KY,146,100,償還銀行借款6.3億，與波力二同時發行,2024/5/31,償還銀行借款
8473,84731,山林水一,107,97,償還銀行借款2.5億，充實營運資金5.52億,2019/1/4,償還+充實
8473,84732,山林水二,162,92.95,償還金融機構借款5.45億，充實營運資金4.68億,2021/9/28,償還+充實
8476,84761,台境一,119.5,99.65,償還銀行借款2.05億，充實營運資金0.57億,2018/1/10,償還+充實
8478,84781,東哥遊艇一,121.85,90,現金增資20.1億，6000張/335元，東哥遊艇一募得17.87億，償還銀行借款20億，充實營運資金17.97億,2024/7/15,償還+充實
8488,84881,吉源一KY,116.95,98.55,現金增資0.84億，6000張/14元，吉源一募得3億，償還銀行借款3.01億，充實營運資金0.96億,2023/12/19,償還+充實
8489,84891,三貝德一,186,106.2,發行第一次有擔保CB 3000張，重拾營運資金1.2億，償還˙銀行借款1.8億。,2024/12/9,充實營運資金
8499,84991,鼎炫一KY,135.5,98,充實營運資金5億,2019/10/7,充實營運資金
8916,89161,光隆一,121,101,償還銀行借款8億,2016/9/30,償還銀行借款
8924,89241,大田一,210,115,,,
8925,89251,偉盟一,160,95,,,
8925,89252,偉盟二,183,91,,,
8925,89253,偉盟三,131,79,,,
8925,89254,偉盟四,140,50.1,,2008/9/7,
8925,89255,偉盟五,101.8,84.5,,1900/1/0,
8926,89261,台汽一,165,103,,,
8927,89271,北基一,181,107,,2009/10/12,
8927,89272,北基二,115,101,,2010/9/7,
8927,89273,北基三,118.1,99.5,拓展營運據點2.1億，供應承攬工程設備與材料1.5億，充實營運資金0.4億，與北基四同時發行,2012/12/27,充實營運資金
8927,89274,北基四,118,96.55,拓展營運據點2.1億，供應承攬工程設備與材料1.5億，充實營運資金0.4億，與北基三同時發行,2012/12/28,充實營運資金
8927,89275,北基五,416,112.2,償還銀行借款6.12億,2020/12/23,償還銀行借款
8927,89276,北基六,272,98.2,現金增資10億，北基六募得3.07億，償還金融機構借款13.4億,2021/12/10,償還銀行借款
8927,89277,北基七,136,102.5,償還銀行借款11.13億，發行CB7共5900張，競拍104發行，CB8共8000張100元發行,2024/8/16,借新還舊
8927,89278,北基八,133.1,91.05,償還銀行借款11.13億，發行CB7共5900張，競拍104發行，CB8共8000張100元發行,2024/8/21,借新還舊
8928,89281,鉅明一,110,96,,,
8929,89291,富堡一,159,101,,2010/5/24,
8930,89301,青鋼一,139,65,,2007/9/24,
8930,89302,青鋼二,138,100.1,,2011/5/7,
8932,89321,宏大一,681,116,現金增資2.02億，11250張/18元，宏大一募得3.6億，取得土地2.1億，興建廠辦3.64億,2021/4/15,資本支出
8933,89331,愛地雅一,146,95,,2009/8/1,
8933,89332,愛地雅二,128,99.75,償還銀行借款3億，與愛地雅三同時,2014/2/13,償還銀行借款
