id,type,date,company,code,source,category,importance,content,tags,importance_num,related_companies
IND-1,產業趨勢,2025/03/04,CoWoS產能下修追蹤,2330,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行去年9月預估今年CoWoS產能80kwpm，今下修至75kwpm。
• 砍單是來自非Nvidia陣營如：AMD, Intel, Google。
• Nvidia需求穩健完全沒砍，CoWoS-L: 390k, S: 50k, R: 10k。
• 與此同時，Apple A19 WMCM不是CoWoS，而是InFO-M，而且也可以不用到BT載板。
• 綜上，券商認為不用對25年CoWoS產能過度積極期待，對於明年維持100kwpm不變。",#CoWoS #下修 #AMD #Intel #Apple,5,台積電(2330)、AMD、Intel、Google
IND-2,產業趨勢,2025/03/06,面板產業報價追蹤,"3481,2409",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 預期1Q TV季增3-4%，IT flat。
• 預期2Q報價持續走揚，因季節性庫存回補及中國需求。
• 台廠方面，維持OW群創，EW友達。",#面板 #報價 #TV面板 #IT面板,5,群創(3481)、友達(2409)
IND-3,產業趨勢,2025/03/11,記憶體產業更新,"2344,8299,2408",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• DRAM(-): 研調機構預估Specialty DRAM DDR4 1Q季減10-15%，2Q再減5-10%。
• 認為長鑫存儲擴產對南亞科不利，但對華邦電持OW，券商看好CUBE之後的貢獻。
• NAND(=/-), NAND Module(+): NAND wafer price YTD漲10%，預期2Q報價與1Q持平。
• NAND module price預期下半年會進一步推升。
• SanDisk宣布4/1漲價10%，通路商積極回補庫存。",#記憶體 #DRAM #NAND #DDR4 #SSD,5,華邦電(2344)、群聯(8299)、南亞科(2408)
IND-4,產業趨勢,2025/03/19,聯發科多元化轉型,2454,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• Google 3nm TPU V7即將與聯發科合作，緊接著還會跟博通分2nm TPU V8，預期明年下半年就會看到21億美金的貢獻。
• 與Nvidia合作的GB10，量上修到1m，每顆權利金50美元，淨利35-45美金，預估26年開始貢獻，預期初期能佔集團營收比2%。
• 車用市場大有斬獲，尤其在中國EV，預估明年營收貢獻佔比4%，後年7%。
• 中國手機市場即將迎來換機潮，年底發表D9500。",#聯發科 #TPU #GB10 #車用 #中國手機,5,聯發科(2454)、Google、Nvidia、博通
IND-5,產業趨勢,2025/03/19,GTC 2025重點整理,"3363,3711,2330",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• GB300: Cordelia module，結合兩Bianca boards在一起，每個Cordelia有4個B300 GPU+ 2個Grace CPU，這樣做比較省空間。
• 另外也要發表NVL144，預期3Q底GB300開始放量。
• CPO: 上詮跟日月光將會取代既有的供應鏈。
• Rubin GPU: 5月在台積電tape out。",#GTC #GB300 #CPO #Rubin #Nvidia,5,上詮(3363)、日月光(3711)、台積電(2330)
IND-6,產業趨勢,2025/03/20,Nvidia CPO switches生態系,"3081,2455,3017,3324,3363,3163",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 今年下半年推出Ethernet規格的Spectrum-X，明年下半年推出InfiniBand的Quantum-X。
• switch會有18個ESL(External laser source)每個ESL有8個laser。
• 帶動laser chip及laser InP需求上升，對聯亞光、全新正面解讀。
• 台廠參與：cold plate有奇鋐、雙鴻，Fiber array connector有上詮、波若威。",#CPO #Nvidia #laser #光通訊 #Spectrum #Quantum,5,聯亞光(3081)、全新(2455)、奇鋐(3017)、雙鴻(3324)、上詮(3363)、波若威(3163)
IND-7,產業趨勢,2025/03/24,Nike供應鏈觀察,"6890,9910,9904",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• FY3Q25 inline，但FY4Q25營收/毛利率都guide down。
• 該品牌要反轉還需時間，目前還在庫存管理階段，預計要到FY1H26。
• 現在訂單能見度仍偏低。
• 券商現在喜歡非Nike供應鏈的來億。",#Nike #運動鞋 #庫存 #來億,5,來億(6890)、豐泰(9910)、寶成(9904)
IND-8,產業趨勢,2025/03/25,AI server rack下修,"2308,2383,6274,6213,2368,3533",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 一家美系券商下修AI server rack今明年出貨量達35%/10%。
• 券商下修覆蓋個股獲利及目標：台達電、台光電、台燿、聯茂、金像電、嘉澤等。",#AI伺服器 #機櫃 #下修 #出貨量,5,台達電(2308)、台光電(2383)、台燿(6274)、聯茂(6213)、金像電(2368)、嘉澤(3533)
IND-9,產業趨勢,2025/03/25,中國CSP資本支出追蹤,"5274,5269,3231,2059,3665",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 中國CSP業者去年資本支出年增165%高於美國的52%，預估今年還會再增30%。
• 其中AI相關的資本支出今年增48%，明年再增50%。
• 相關受益的台廠：信驊、祥碩、緯創、川湖、貿聯等。",#中國CSP #Capex #AI投資,5,信驊(5274)、祥碩(5269)、緯創(3231)、川湖(2059)、貿聯(3665)
IND-10,產業趨勢,2025/03/28,主動式乙太網路纜線AEC趨勢,3665,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行看好主動式乙太網路纜線(Active Electrical Cables, AEC)在AI server上的接下來的普及應用，主要由美商Credo推動。
• 券商樂觀預估AEC在相關業者24-26年的營收CAGR是115%。
• 除了AEC, power whips, rack busbars, inner busbars, inner cables也是成長動能，相關產品在半導體設備領域也是大有斬獲。",#AEC #AI伺服器 #纜線 #Credo,5,貿聯(3665)、Credo
IND-11,產業趨勢,2025/03/31,CPO發展時程追蹤,3363,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行觀察Nvidia的CPO with XPU solution要27年下半年才會放量，採用的是Rubin Ultra。而之後的Feynman會改用OIO。
• CPO時程：明年先有Quantum switch，緊接著才是Rubin ultra。
• 券商認為此scale-up CPO有點delay。",#CPO #XPU #Rubin #Feynman #光通訊,5,上詮(3363)、Nvidia
IND-12,產業趨勢,2025/04/09,PC Semi產業逆風,"5269,2458,2379,4966",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行認為PC不管在消費性或企業用戶都將面臨逆風。
• 尤其「對等」關稅政策對消費性影響巨大。
• 券商降評祥碩、義隆電到EW，維持瑞昱、譜瑞UW，並降譜瑞目標。",#PC #IC設計 #關稅 #祥碩 #義隆電,5,祥碩(5269)、義隆電(2458)、瑞昱(2379)、譜瑞(4966)
IND-13,產業趨勢,2025/04/11,Nvidia H20解禁,2449,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 據媒體報導H20有望解禁，美系大行認為對台廠如京元電正面解讀。
• 預期有500k的H20，於第二季在京元電測試。
• 全年券商先抓2m H20的量。",#H20 #解禁 #測試 #京元電,5,京元電(2449)
IND-14,產業趨勢,2025/04/14,GB300設計變更,3037,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行觀察Cordelia board可能會變回Bianca。
• 券商認為若改過去，對GPU socket, SOCAMM for memory是負面解讀。
• 對CCL業者台光電及HDI業者欣興則是正面解讀。",#GB300 #Cordelia #Bianca #CCL #HDI,5,台光電、欣興(3037)
IND-15,產業趨勢,2025/04/15,北美CSP Capex追蹤,"2330,6669,2382,3231",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行認為去年4Q見頂，現在狀況跟2018年有點即視感。
• 接下來五大觀察何時轉正面：
1) Capex衰退通常持續2-4季，谷底通常發生在年增率持平到衰退時。
2) 供應鏈上如果有重大調整且被市場充分知悉，通常也是谷底。
3) 已經有部分CSP在支出上轉保守，但有些還沒，谷底發生在大家都轉保守。
4) 企業獲利修正，市場瀰漫諸多空方言論。
5) 總經穩定：關稅。
• 綜上，券商目前對中國CSP Capex較樂觀。",#CSP #Capex #資料中心 #AI伺服器,5,台積電(2330)、緯穎(6669)、廣達(2382)、緯創(3231)
IND-16,產業趨勢,2025/04/15,蘋果2Q出貨量上修,"2317,4938,3008,3406",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 為因應關稅的不確定性，美系大行觀察蘋果有上修2Q iPhone, iPad的出貨量，但券商強調這跟需求無關。
• 上修2Q的iPhone到45mn(季減10%、年增15%)。
• 上修2Q的iPad到13mn(季增8%、年增24%)。",#iPhone #iPad #關稅 #出貨量 #蘋果供應鏈,5,鴻海(2317)、和碩(4938)、大立光(3008)、玉晶光(3406)
IND-17,產業趨勢,2025/04/16,ABF產業谷底觀察,"3027,3189,8046",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行自2022年高點開始降評，經過三年，今終於將三雄裡的欣興(3027)、景碩(3189)升評至EW，唯南電(8046)仍維持UW。
• 儘管短期內未見報價開始回漲，但券商認為已至谷底。
• 券商觀察供過於求的狀況逐步收窄，預計到2027年取得平衡。
• 回到個股上，欣興目前交易在1.2xPB，但因有AI加持，所以券商願意升評。
• 景碩目前0.8xPB，低於平均的0.9x。",#ABF #載板 #供需平衡,5,欣興(3027)、景碩(3189)、南電(8046)
IND-18,產業趨勢,2025/04/17,台積電法說會情境分析,2330,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 下午法說，美系大行做了三種情境分析：

情境1(發生機率60%)：
- 預期2Q營收季增3~5%
- AI需求：健康但有些波動
- 與Intel JV: 興趣低，且原因正當(維護股東與客戶利益)

情境2(發生機率25%)：
- 2Q營收季增超過5%
- AI需求：需求仍強勁難以滿足
- 與Intel合資的可能性：不會進行

情境3(發生機率15%)：
- 2Q營收季持平或下降
- AI需求：已被增加的供應滿足
- 與Intel合資的可能性：需要考慮進行此合作",#台積電 #法說會 #AI需求 #Intel,5,台積電(2330)
IND-19,產業趨勢,2025/04/22,AI供應鏈綜合追蹤,"2330,6669,2382,2356",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 儘管H20目前暫時出不了，需等到美國政府核可，不過美系大行認為unused wafer capacity可以改成H200，如果市場需求還在的話。
• 但就算H20獲得許可，下半年還是會遇到華為昇騰920晶片+Matrix 384伺服器的競爭。
• 另外GB300改回Bianca雖有助於良率提升，不過券商觀察除非NVL72伺服器在2025年的出貨量能達到3萬台(相當於超過200萬顆Blackwell晶片的使用量)，否則台積電所生產的大量Blackwell晶片將在2025年底轉為庫存。
• 最後，券商列出接下來幾點重要觀察：
1. CSP大廠接下的法說會及Capex。
2. 台積電對於明年的CoWoS分配。
3. AI GPU及顯卡的現貨價變動。
4. 5月出爐的最新晶片關稅。
5. 關稅如何影響伺服器生產成本。",#AI供應鏈 #H20 #GB300 #Blackwell #CoWoS,5,台積電(2330)、緯穎(6669)、廣達(2382)、英業達(2356)
IND-20,產業趨勢,2025/04/23,全球手機出貨量下修,"2317,4938,3008,3406",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 美系券商下修25-27年全球手機出貨量。
• 更新今年年增幅為0、明年+1%、後年+1%。
• 產值：今年+2%、明年+4%、後年+3%。",#手機產業 #出貨量 #產值預估,5,鴻海(2317)、和碩(4938)、大立光(3008)、玉晶光(3406)
IND-21,產業趨勢,2025/04/24,資料中心產業下修,"3231,6669,2382,2308,2301,3017,3324,2421,2368",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行調降緯創、緯穎、廣達、台達電、光寶科、奇鋐、雙鴻、建準、金像電等目標。
• 券商觀察到GB200 ramp up趨緩，不過還是認為AI伺服器是有成長的(今年+3%，明年6%)。
• 預估總體伺服器出貨量今年是0成長，明年成長4%。
• 企業獲利部分，下修今年4%，明年8%。
• 券商認為ODM會吸收潛在關稅成本。",#資料中心 #AI伺服器 #GB200 #ODM,5,緯創(3231)、緯穎(6669)、廣達(2382)、台達電(2308)、光寶科(2301)、奇鋐(3017)、雙鴻(3324)、建準(2421)、金像電(2368)
IND-22,產業趨勢,2025/04/24,蘋果供應鏈下修,"2317,4938,3008,3406",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行下修鴻海、和碩、大立光、全新等的目標。
• 下修玉晶光評等至EW。
• 券商下修今年出貨量到0成長，下修明年出貨量至4%。
• 產地搬遷需要時間，還會墊高生產成本。",#蘋果供應鏈 #產地搬遷 #出貨量,5,鴻海(2317)、和碩(4938)、大立光(3008)、全新、玉晶光(3406)
IND-23,產業趨勢,2025/04/24,PC/NB產業評等調整,華碩、仁寶、宏碁、鴻準、技嘉、嘉澤,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行一次調降華碩、仁寶、宏碁、鴻準的評等至EW或UW。
• 維持技嘉、嘉澤OW。
• 券商對PC轉趨保守，雖然在關稅生效前90天暫緩期內看到廠商都在積極出貨。
• 券商微增2Q的出貨量，但下修全年3%的預估量。",#PC #NB #關稅 #評等調整,5,華碩、仁寶、宏碁、鴻準、技嘉、嘉澤
IND-24,產業趨勢,2025/04/25,記憶體產業動態,"2344,8299,2408",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行認為2Q提早拉貨現象有望拉抬DDR4報價從季增0-5%升至3-8%，但認為可能會造成下半年復甦疲弱。
• NAND的部分，券商認為報價有望持續走揚到3Q，認為關稅議題影響群聯有限。
• 券商對華邦電、群聯維持正面評價不變。",#記憶體 #DDR4 #NAND #報價,5,華邦電(2344)、群聯(8299)、南亞科(2408)
IND-25,產業趨勢,2025/05/02,Meta、微軟AI CAPEX解讀,"2382,6669,3231,2317,3665,3017,2059,2308,2345,2360,2368",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 1Q result關於AI發展對市場及供應鏈都注入一股強心針。
• 尤其上修資本支出的Meta，主要台廠合作夥伴廣達是100%美國製造，緯穎也受益美加墨協定。
• 緯穎是下游的Top Pick。
• 其他正面觀察的還有：緯創、鴻海、廣達、貿聯、奇鋐、川湖、台達電、智邦、致茂、金像電等。",#Meta上修CAPEX #緯穎Top_Pick,5,廣達(2382)、緯穎(6669)、緯創(3231)、鴻海(2317)、貿聯(3665)、奇鋐(3017)、川湖(2059)、台達電(2308)、智邦(2345)、致茂(2360)、金像電(2368)
IND-26,產業趨勢,2025/05/06,AI供應鏈追蹤：CoWoS與ASIC,"2330,2454",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 從北美CSP的法說會展望來看，認為需求ok。
• 供給面上，認為2025年至少可生產500萬顆Blackwell晶片。
• NVL72伺服器機櫃的總產量需要達到3萬台（或消耗216萬顆Blackwell晶片），才能滿足約1,000億美元的AI資本支出需求。
• 否則，台積電可能需要放緩其2026年CoWoS擴產，以消化晶片庫存。
• 另一面，Nvidia有準備中國特供版的B30用GDDR不是HBM，類似之前的L40S，但也是還不確定能不能出。
• 再來，與聯發科合作的N1X有軟體整合還要修改，認為會delay到明年初的CES展。
• 最後，關於ASIC，在台積電的3nm上仍然忙碌，預期AWS 3nm案子on track。",#Blackwell_500萬顆 #NVL72_3萬台 #N1X遞延,5,台積電(2330)、Nvidia、聯發科(2454)
IND-27,產業趨勢,2025/05/08,散熱產業：4月營收靚,"3017,3324,2421",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 覆蓋的奇鋐、雙鴻、建準的四月營收都創歷史新高。
• 認為水冷產品表現亮眼，尤其在AI伺服器新品拉貨動能下。
• 預期三家的2Q營收季增幅都在10%以上。
• 近期三家都有法說會行程，持續觀察匯率帶來的影響。",#4月新高 #水冷亮眼 #2Q季增10%+,5,奇鋐(3017)、雙鴻(3324)、建準(2421)
IND-28,產業趨勢,2025/05/09,GB200 NVL72出貨追蹤,"2382,3231,2317",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察GB200 NVL72 4月份開始出貨增加。
• 全月出了1.5k vs 第一季整季的1k。
• 其中廣達300-400，緯創100-150，鴻海1k。",#4月1.5k #1Q僅1k #鴻海1k,5,廣達(2382)、緯創(3231)、鴻海(2317)
IND-29,產業趨勢,2025/05/16,AI供應鏈追蹤：CoWoS需求,2330,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 重申Blackwell所需CoWoS-L的需求不變，維持今年390k、明年540k的預估。
• 預估NVIDIA在今年上半年將消耗約160k，3Q再要大於100k的量。
• 認為需求不是問題，若組裝良率提升，將一步帶動晶片庫存消耗。",#CoWoS_390k #需求不變 #良率提升,5,台積電(2330)、Nvidia
IND-30,產業趨勢,2025/05/19,NB出貨量觀察,"2357,2382,3231,2356,2308,3533",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察因應關稅的提早拉貨現象延續到5-6月份。
• 不過，認為5大ODM 4月出貨量9.5m，略低於預期，QTD達成率30%。
• 略下修2Q出貨量至季增6% from 7%。
• 以品牌而言，喜歡華碩，因為產品組合分散可避掉匯率風險，同時毛利率也在進步中。
• 其他還有廣達、緯創、英業達、台達電、嘉澤等。",#關稅拉貨 #4月9.5m #下修2Q,5,華碩(2357)、廣達(2382)、緯創(3231)、英業達(2356)、台達電(2308)、嘉澤(3533)
IND-31,產業趨勢,2025/05/23,科技股匯率影響,"2330,2303,2449,2311",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 考量匯率狀況後，修正覆蓋裡台積電、聯電、京元電、日月光的獲利預估及目標。
• 同時也降評聯電，認為還會受到中國同業競爭，影響價格展望。",#匯率影響 #聯電降評 #中國競爭,5,台積電(2330)、聯電(2303)、京元電(2449)、日月光(2311)
IND-32,產業趨勢,2025/05/26,Computex 2025觀察（二）,"2330,3017,3324",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 認為GB200晶片出貨已回到正軌，消弭大家之前對於上游遞延或堆積庫存的擔憂。
• 預期CoWoS今年產能70k，明年100k。
• 散熱部分，見證到GB300 switch tray上全液冷無風扇的設計，HGX B300也有新液冷設計。
• 最後，看到Nvidia的Kyber架構，每個機櫃將搭載4層主板，支援18個運算模組與6個交換模組。
• Kyber的垂直刀鋒式伺服器設計也將被應用於Rubin Ultra NVL576。",#CoWoS_70k #Kyber #全液冷,5,台積電(2330)、Nvidia、奇鋐(3017)、雙鴻(3324)
IND-33,產業趨勢,2025/05/26,Computex 2025觀察（一）,"2308,2317,3231,2382",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 認為今年是溫和升級，每家系統廠都有展GB300 NVL72機架與B300 HGX（包含10U氣冷與4U液冷版本）。
• 不過，大家展示Cordelia的GB300運算模組，而非最新設計中的Bianca，看起來像是重複使用了三月GTC展示。認為此舉在想突顯與GB200差異，以及傳達Nvidia最終理念。
• 從Cordelia轉回Bianca有助於加速GB300機架的上市時程，也讓量產比GB200更順利。
• 整體來說，認為從Computex帶回對於今年的出貨更樂觀的想法。
• 最後，備受矚目的是800V高壓直流(HVDC) Sidecar電源櫃。台達電及散熱大廠Vertiv已率先展示對應方案，預期明年就可導入。",#Computex #GB300 #800V_HVDC,5,台達電(2308)、Nvidia、鴻海(2317)、緯創(3231)、廣達(2382)
IND-34,產業趨勢,2025/06/03,日本CCL原料漲價,"2383,6274",券商觀察,產業趨勢,⭐⭐⭐⭐⭐,"• 日本Nittobo宣布8月起低階玻纖產品漲價20%。
• 認為這是反應AI伺服器專用玻纖（NE/NER/T glass）需求太強，導致內部產能挪移現象。
• 儘管玻纖佔CCL成本2成，但此漲價不影響高階。
• 持續正面看待覆蓋裡的台光電、台燿。",#玻纖漲價20% #產能挪移,5,台光電(2383)、台燿(6274)、Nittobo
IND-35,產業趨勢,2025/06/03,AI供應鏈追蹤,"2330,2376",美系全球科技團隊,產業趨勢,⭐⭐⭐⭐⭐,"• 重申Nvidia、台積電、技嘉為目前的Top Pick。
• 現在出貨以HGX rack為主，於電腦展後上修NVL72今年出貨量為25-30k。
• 不過認為目標是「一週1k」，也就是接下來一季超過10k+的量，可觀察台灣供應鏈接下來月營收變化。
• 維持CoWoS-L今年的量390k不變。
• 最後，認為出中國的B30等同於RTX PRO 6000，預估量0.5m，但看到需求還在增加中。",#NVL72_25-30k #一週1k #CoWoS-L_390k,5,Nvidia、台積電(2330)、技嘉(2376)
IND-36,產業趨勢,2025/06/04,科技股觀點路演,"2330,2454,6223,6515",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 上週針對80幾位外國機構法人進行路演。
• 認為他們對於AI看法有比起3月更樂觀。
• 回顧3月還在擔心下修及砍單，但現今改認為隨著上下游供應鏈良率提升，已可迎合AI需求。
• 重申對於明年CoWoS產能增加58%、出貨增加52%的預估。
• 對覆蓋裡的台積電、聯發科、旺矽、穎崴維持正向看法不變。",#外資路演 #良率提升 #明年CoWoS增58%,5,台積電(2330)、聯發科(2454)、旺矽(6223)、穎崴(6515)
IND-37,產業趨勢,2025/06/05,EDA限制與聯發科,2454,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 認為美方對EDA的限制會加速在地化國產EDA tool需求。
• 不過也認為小米推出自研的Chipset對聯發科影響有限，baseband也還需要聯發科的外部5G Modem。
• 維持對聯發科正面評價不變。",#EDA限制 #小米自研 #影響有限,5,聯發科(2454)、小米
IND-38,產業趨勢,2025/06/10,NVL72機櫃出貨追蹤,"2317,3231,2382",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察NVL72 rack出貨量有感增加，訪查5月應有2-2.5k（四月1-1.15k），估計6月出貨量續增。
• 其中鴻海1k、緯創compute tray相當於900-1k rack、廣達400。",#NVL72 #5月2-2.5k #6月續增,5,鴻海(2317)、緯創(3231)、廣達(2382)
IND-39,產業趨勢,2025/06/12,5月營收亮點與3Q展望,"2317,3231,6669,2376,2357,3017,3324,6805,2455,3081,8210,2059,3008,3376,3491,6285,8069",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 認為五月營收裡表現突出的是關於ASIC/baseboard based server即其零組件如：水冷、滑軌、矽光等。
• 展望3Q，維持對上述正面看法不變，不過仍對rack-level持保守態度。
• Non-AI部分：iPhone下半年進入旺季，明後年還有摺疊機，其他還有AI PC、低軌道衛星、電子紙等也是正面看待。
• 維持正面評價的有：鴻海、緯創、緯穎、技嘉、華碩、奇鋐、雙鴻、富世達、全新、聯亞光、勤誠、川湖、大立光、新日興、昇達科、啟碁、元太等。",#ASIC表現突出 #水冷滑軌 #矽光,5,鴻海(2317)、緯創(3231)、緯穎(6669)、技嘉(2376)、華碩(2357)、奇鋐(3017)、雙鴻(3324)、富世達(6805)、全新(2455)、聯亞(3081)、勤誠(8210)、川湖(2059)、大立光(3008)、新日興(3376)、昇達科(3491)、啟碁(6285)、元太(8069)
IND-40,產業趨勢,2025/06/16,iPhone/iPad中國618表現,"3008,2317,2474",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察中國618檔期對蘋果產品反應正向。
• 上修2Q iPhone至46.5m（年增19%），上修iPad至14.5m（年增38%）。
• 展望3Q，預估iPhone季增8%、年減7%：50m，iPad: 14m。",#618正向 #iPhone年增19% #iPad年增38%,5,大立光(3008)、鴻海(2317)、可成(2474)
IND-41,產業趨勢,2025/06/17,ASIC供應鏈進度追蹤,"3661,2454",美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• AWS：觀察世芯T3部分2月taped out，5月已wafer out。今夏會公布T4，認為世芯仍保有高機率贏得。尤其剛與Arista Lab合作I/O chiplets。
• Google TPU：Ironwood（v7p）於2025年上半年進入量產後，博通也taped out 3nm v7e，聯發科將於8月tape out 3nm v8p，明年下半年量產。
• Meta：MTIAv3（搭載HBM的ASIC版本）預期7月會看到初步的出貨量預測。在台灣供應鏈方面，觀察到針對MTIAv4已有規劃採用更大型封裝，以容納multiple computing dies設計。",#AWS_T4 #Google_v8p #Meta_MTIAv4,5,世芯(3661)、博通、聯發科(2454)、Meta
IND-42,產業趨勢,2025/06/17,CCL產業M9與材料升級,"2383,6274,1802,1815",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察高階CCL目前處於供不應求狀態，台光電、台燿都有舉辦生產M9能力，日廠Panasonic也有，但也是供應有限。
• 材料升級面上，觀察相比於轉向PTFE基樹脂，轉用石英基玻纖布與HVLP5銅箔的可能性更高。
• 在上游材料可能發生變化的情況下，CCL業者是否具備整合不同供應商材料的能力將成為關鍵。
• 另個重要觀察是台光電與台燿正嘗試從日本主要供應商（如旭化成、日東紡）分散至本地供應商如：台玻、富喬，觀察這兩家近期擴廠相當積極。",#M9供不應求 #石英玻纖布 #本地供應商,5,台光電(2383)、台燿(6274)、台玻(1802)、富喬(1815)
IND-43,產業趨勢,2025/06/19,中國手機市場規格提升,"2454,2379,3008",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 觀察5月新機規格提升且價格穩定，以中高階產品為主，售價介於419~1,398美元，提升4%。
• 升級三大重點：AI功能、SoC晶片升級、相機模組提升。
• 5-6月發表的也是中高階，價格帶：$420-$1000+。
• 包括：Honor Magic V5（摺疊機）、Vivo X Fold 5（摺疊機）、Redmi K80 Ultra、Xiaomi Civi 5 Pro、Vivo S30/S30 Pro Mini、Huawei Pura 80系列等。",#中國手機 #中高階 #AI功能,5,聯發科(2454)、瑞昱(2379)、大立光(3008)
IND-44,產業趨勢,2025/06/24,中國矽晶圓/SiC/GaN市場分析,中國矽晶圓廠商、SiC廠商,美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• Silicon wafer：中國在地12吋矽晶圓供應商，去年可覆蓋中國41%的需求，到後年可達54%。8吋去年覆蓋64%，後年達覆蓋78%。ASP：24-26年的降幅CAGR: 12吋:6%、8吋10%。產能：25-27年的擴產CAGR: 12吋:21%、8吋:3%。
• SiC substrate：在地供應商去年覆蓋75%需求，後年達84%。ASP：去年443美元，明年降到384美元，有助於縮小碳化矽MOSFET與矽基IGBT之間的價格差距。產能：24-27年CAGR: 6吋:26%、8吋:9%。
• IGBT：中國的供需比預估在2025年為128%，2026年為131%。不過，認為隨著SiC substrate成本下降，輔以效率提升，提高了SiC較於IGBT的競爭力，進而推動SiC的滲透率上升。
• GaN：預期中國的GaN元件市場將從2024年的2.09億美元，成長至2030年的16億美元。",#中國在地化 #SiC成本降 #GaN成長,5,中國矽晶圓廠商、SiC廠商
IND-45,產業趨勢,2025/06/30,AI伺服器市場結構與出貨預估,"2317,3231,6669,3017,6805,3081,2455,3324,8210,2383,2368,2330,2454,6223,6515,5274",美系券商,產業趨勢,⭐⭐⭐⭐⭐,"• 美系券商新增ASIC server預估。
• AI晶片市佔率（GPU:ASIC）：
  - 去年：64:36
  - 今年：62:38
  - 明年：60:40
• 伺服器出貨量（GPU:ASIC）：
  - 去年：603k:336k
  - 今年：703k:422k
  - 明年：883k:591k
• 認為ASIC server具備高客製化與較低預算壓力，可搭配未來逐漸轉向AI推論時代的應用需求。
• 承接此高客製化彈性觀點，上修採用baseboard架構的AI伺服器（如H200、B200）的單位預估，2025/26年上修幅度為ASIC/GPU架構分別為25%/14%。
• 但下修全機櫃（full rack）AI伺服器的預估至19,000/50,000台（前次預估為19,000/57,000台）。
• 預估2025/26年：
  - 一般伺服器出貨量年增+9%/+6%
  - AI訓練伺服器出貨量年增+33%/+42%
  - 推論伺服器出貨量年增+10%/+16%（value年增37%/19%）
• 重申覆蓋名單裡的正面評價：鴻海/FII、緯創/緯穎、奇鋐/富世達、聯亞、全新、雙鴻、勤誠、台光電、金像電、台積電、聯發科、旺矽、穎崴、信驊等。",#ASIC市佔40% #baseboard架構 #推論時代,5,鴻海(2317)、緯創(3231)、緯穎(6669)、奇鋐(3017)、富世達(6805)、聯亞(3081)、全新(2455)、雙鴻(3324)、勤誠(8210)、台光電(2383)、金像電(2368)、台積電(2330)、聯發科(2454)、旺矽(6223)、穎崴(6515)、信驊(5274)
