丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2024/7/15,23927.91,24018.31,23759.51,23879.36,4741.66,5576.03,5393.98,532.76,514.34,18.41,3351货,14.1货,177货,162货,4408,N/A,21.8窾,-7043,2.42窾,1.99窾,2747,N/A,2138窾,6.96窾,63.8窾,56.9窾,203窾,29.68%,8461,202窾,35.28%,1671货,1675货,-132货,22094货,1398货,1529货,N/A,50.0货,7408货,148货,98.1货,N/A,-106货,-12044货,200货,306货,N/A,-188货,17422货,1746货,1934货,N/A,1.49%,9.86%,8.37%
2024/7/16,23880.33,24174.18,23861.77,23997.25,4794.72,5316.11,5382.58,523.04,516.08,6.95,3359货,7.91货,183货,173货,4114,N/A,21.8窾,835,1.77窾,2.24窾,3837,N/A,2138窾,808,80.9窾,80.8窾,180窾,29.10%,1.10窾,179窾,35.17%,1684货,1688货,-52.8货,22042货,1427货,1480货,N/A,77.8货,7485货,230货,152货,N/A,-98.9货,-12143货,186货,285货,N/A,-73.9货,17348货,1844货,1917货,N/A,1.13%,9.81%,8.68%
2024/7/17,23827.27,23993.68,23650.94,23769.82,5596.26,5380.51,5438.04,492.58,511.38,-18.8,3405货,46.1货,214货,166货,3418,N/A,22.4窾,5123,1.83窾,2.68窾,3330,N/A,2137窾,-1.37窾,71.2窾,72.5窾,235窾,30.22%,1.27窾,233窾,34.47%,1927货,1931货,-304货,21738货,1673货,1977货,N/A,41.2货,7527货,175货,134货,N/A,-152货,-12295货,245货,398货,N/A,-415货,16934货,2094货,2508货,N/A,1.14%,9.56%,8.43%
2024/7/18,23373.01,23450.91,23148.74,23398.47,6052.77,5438.69,5493.72,427.46,494.6,-67.14,3400货,-4.54货,185货,187货,3856,N/A,21.4窾,-9396,2.82窾,2.03窾,1550,N/A,2140窾,3.23窾,80.4窾,77.2窾,224窾,28.50%,1.17窾,223窾,33.52%,2026货,2031货,-534货,21204货,1894货,2428货,N/A,92.0货,7619货,219货,127货,N/A,-85.7货,-12381货,260货,345货,N/A,-527货,16406货,2373货,2900货,N/A,-0.75%,7.47%,8.21%
2024/7/19,23228.04,23235.82,22865.84,22869.26,5651.14,5367.31,5564.03,340.53,463.78,-123.26,3369货,-31.7货,164货,193货,6070,N/A,20.4窾,-1.05窾,2.92窾,2.21窾,3485,N/A,2152窾,11.9窾,73.3窾,61.4窾,209窾,27.23%,9642,208窾,32.41%,1831货,1833货,-644货,20561货,1540货,2184货,N/A,69.7货,7688货,180货,111货,N/A,-160货,-12540货,198货,358货,N/A,-733货,15673货,1919货,2652货,N/A,-1.60%,7.59%,9.19%
2024/7/22,22818.86,22818.86,22130.88,22256.99,5694.26,5557.83,5566.93,221.14,415.26,-194.12,3316货,-52.6货,164货,212货,2.43窾,N/A,19.7窾,-6829,3.07窾,2.71窾,3292,N/A,2163窾,11.5窾,64.2窾,52.7窾,217窾,26.37%,1.14窾,216窾,34.63%,1972货,1972货,-77.5货,20483货,1813货,1891货,N/A,90.6货,7779货,204货,113货,N/A,-65.4货,-12606货,316货,382货,N/A,-52.3货,15620货,2333货,2386货,N/A,-2.84%,6.52%,9.36%
2024/7/23,22514.75,22871.84,22514.75,22871.84,4058.35,5410.56,5363.33,158.32,363.87,-205.55,3289货,-27.0货,114货,138货,8210,N/A,19.4窾,-3025,2.13窾,2.00窾,1679,N/A,2171窾,7.33窾,76.5窾,69.2窾,146窾,27.64%,6344,146窾,35.56%,1442货,1445货,129货,20612货,1526货,1398货,N/A,83.5货,7862货,142货,58.4货,N/A,-65.0货,-12671货,161货,226货,N/A,147货,15768货,1830货,1682货,N/A,-0.08%,7.93%,8.01%
2024/7/26,22206.93,22206.93,21889.61,22119.21,4910.73,5273.45,5326.98,51.55,301.4,-249.85,3318货,29.5货,136货,102货,7937,N/A,19.0窾,-3706,2.70窾,2.49窾,1552,N/A,2141窾,-29.8窾,63.9窾,93.7窾,167窾,25.51%,8996,166窾,30.53%,1497货,1502货,-844货,19768货,1590货,2434货,N/A,89.8货,7952货,141货,51.2货,N/A,-209货,-12880货,188货,397货,N/A,-963货,14805货,1918货,2882货,N/A,-0.79%,6.22%,7.01%
2024/7/29,22321.37,22471.4,22128.14,22164.49,4091.95,4881.29,5159.99,-20.85,236.95,-257.8,3255货,-63.7货,122货,180货,6642,N/A,19.9窾,9116,2.10窾,3.17窾,1547,N/A,2145窾,4.45窾,65.9窾,61.4窾,150窾,27.70%,1.05窾,149窾,34.57%,1415货,1414货,-6.76货,19761货,1450货,1456货,N/A,66.3货,8019货,127货,60.2货,N/A,-141货,-13021货,147货,289货,N/A,-81.6货,14723货,1724货,1805货,N/A,-0.83%,7.95%,8.78%
2024/7/30,22040.04,22276.39,21833.85,22223.57,3940.14,4539.09,4953.2,-84.74,172.62,-257.35,3259货,4.71货,122货,109货,2.85窾,N/A,19.8窾,-1188,2.72窾,2.72窾,1265,N/A,2169窾,23.6窾,79.9窾,56.3窾,178窾,32.27%,9605,177窾,39.07%,1536货,1542货,-236货,19525货,1374货,1610货,N/A,94.3货,8113货,158货,63.7货,N/A,-75.5货,-13096货,209货,285货,N/A,-217货,14506货,1741货,1959货,N/A,-0.02%,7.85%,7.87%
2024/7/31,22088.78,22315.31,22046.29,22199.35,3880.65,4176.37,4867.1,-129.78,112.14,-241.92,3289货,29.1货,126货,93.7货,4374,N/A,21.0窾,1.19窾,1.32窾,2.73窾,2150,N/A,2151窾,-18.1窾,61.9窾,79.9窾,156窾,31.69%,7578,155窾,37.02%,1435货,1439货,-165货,19360货,1562货,1727货,N/A,63.5货,8176货,116货,52.5货,N/A,-56.9货,-13153货,145货,202货,N/A,-158货,14348货,1823货,1981货,N/A,0.79%,8.50%,7.70%
2024/8/1,22546.4,22652.21,22465.06,22642.1,4418.53,4248.4,4829.48,-130.86,63.54,-194.4,3292货,3.44货,150货,145货,6604,N/A,22.5窾,1.56窾,1.47窾,3.45窾,4109,N/A,2140窾,-10.9窾,62.3窾,73.2窾,165窾,29.11%,4727,164窾,36.57%,1614货,1618货,182货,19543货,1733货,1551货,N/A,76.3货,8253货,134货,57.9货,N/A,-53.7货,-13207货,177货,231货,N/A,205货,14553货,2044货,1839货,N/A,-1.07%,8.79%,9.86%
2024/8/2,22141.2,22141.2,21636.22,21638.09,5425.62,4351.38,4812.41,-196.98,11.43,-208.42,3259货,-33.4货,160货,188货,4921,N/A,22.8窾,2329,4.04窾,4.37窾,951,N/A,2107窾,-32.8窾,54.5窾,87.3窾,192窾,25.58%,6581,192窾,31.82%,1725货,1728货,-944货,18598货,1348货,2292货,N/A,113货,8365货,164货,51.1货,N/A,-380货,-13587货,228货,608货,N/A,-1212货,13341货,1739货,2951货,N/A,-0.84%,7.36%,8.20%
2024/8/5,20982.92,20982.92,19783.5,19830.88,6679.17,4868.82,4875.05,-378.67,-66.59,-312.09,3076货,-183货,184货,338货,1.72窾,N/A,23.9窾,1.16窾,5.55窾,6.85窾,1388,N/A,2156窾,48.8窾,102窾,52.7窾,289窾,23.81%,9370,288窾,30.80%,2055货,2059货,-688货,17911货,1896货,2584货,N/A,178货,8543货,214货,35.6货,N/A,-525货,-14112货,282货,807货,N/A,-1035货,12306货,2392货,3426货,N/A,-4.17%,6.24%,10.41%
2024/8/6,20344.39,20751.5,19662.74,20501.02,6520.73,5384.94,4962.01,-497,-152.67,-344.33,2913货,-163货,167货,307货,1.98窾,N/A,21.2窾,-2.78窾,5.48窾,3.07窾,3726,N/A,2170窾,13.8窾,80.6窾,66.8窾,367窾,36.39%,9589,366窾,43.46%,2827货,2841货,248货,18158货,2723货,2475货,N/A,139货,8683货,205货,65.5货,N/A,-117货,-14230货,341货,458货,N/A,270货,12576货,3268货,2998货,N/A,-2.95%,7.88%,10.83%
2024/8/7,20638.28,21306.23,20638.28,21295.28,4537.38,5516.28,4846.33,-521.85,-226.51,-295.34,2917货,3.93货,145货,135货,7695,N/A,23.2窾,2.05窾,2.16窾,4.62窾,4084,N/A,2148窾,-22.1窾,50.0窾,72.1窾,184窾,28.73%,6981,183窾,38.03%,1721货,1730货,-78.0货,18080货,1719货,1797货,N/A,104货,8787货,139货,34.6货,N/A,-19.6货,-14249货,212货,232货,N/A,6.49货,12582货,2070货,2063货,N/A,0.53%,8.81%,8.27%
2024/8/8,21047.16,21074.19,20723.26,20870.1,4136.1,5459.8,4854.1,-555.26,-292.26,-263,2938货,21.0货,123货,97.3货,7261,N/A,24.5窾,1.31窾,1.98窾,3.72窾,4342,N/A,2132窾,-15.6窾,64.3窾,79.9窾,193窾,35.06%,7017,192窾,43.34%,1790货,1795货,-452货,17628货,1400货,1853货,N/A,71.0货,8858货,106货,35.0货,N/A,-111货,-14360货,172货,283货,N/A,-492货,12091货,1679货,2170货,N/A,1.26%,8.70%,7.44%
2024/8/9,21212,21613.76,21212,21469,4657.07,5306.09,4828.73,-530.71,-339.95,-190.77,2950货,12.1货,154货,139货,6870,N/A,26.0窾,1.47窾,2.16窾,3.85窾,2160,N/A,2123窾,-9.05窾,63.4窾,72.4窾,208窾,32.95%,9514,207窾,40.07%,1864货,1868货,255货,17883货,1869货,1615货,N/A,50.4货,8908货,84.9货,34.5货,N/A,-113货,-14473货,158货,271货,N/A,192货,12283货,2112货,1920货,N/A,2.54%,10.62%,8.07%
2024/8/12,21598.93,21897.98,21598.93,21773.26,3909.06,4752.07,4810.44,-479.91,-367.94,-111.97,2930货,-19.3货,131货,148货,6133,N/A,22.3窾,-3.71窾,4.68窾,3.15窾,2.18窾,N/A,2106窾,-17.2窾,53.4窾,70.6窾,159窾,30.26%,5450,158窾,38.47%,1502货,1506货,188货,18071货,1422货,1234货,N/A,81.5货,8990货,112货,30.3货,N/A,-84.0货,-14557货,119货,203货,N/A,185货,12468货,1653货,1468货,N/A,1.82%,10.43%,8.61%
2024/8/13,21816.07,21866.63,21698.47,21796.57,3489.92,4145.9,4765.42,-432.36,-380.82,-51.53,2939货,8.85货,115货,104货,4286,N/A,22.9窾,6045,1.56窾,2.43窾,2748,N/A,2076窾,-30.1窾,52.1窾,82.1窾,147窾,32.26%,5945,146窾,40.74%,1420货,1423货,-45.5货,18025货,1195货,1241货,N/A,53.1货,9043货,86.1货,33.0货,N/A,-38.8货,-14595货,112货,150货,N/A,-31.2货,12437货,1393货,1424货,N/A,1.78%,9.54%,7.76%
2024/8/14,21952.03,22155.29,21942.22,22027.25,4183.46,4075.12,4795.7,-370.35,-378.73,8.38,2928货,-10.8货,133货,142货,4881,N/A,23.7窾,8308,1.53窾,2.61窾,2557,N/A,2070窾,-6.03窾,61.7窾,67.8窾,165窾,29.77%,5285,164窾,38.65%,1616货,1618货,249货,18274货,1600货,1351货,N/A,49.0货,9092货,78.0货,29.0货,N/A,-74.0货,-14669货,130货,204货,N/A,224货,12660货,1807货,1584货,N/A,0.40%,9.10%,8.69%
2024/8/15,22005.69,22089.04,21895.17,21895.17,3305.92,3909.08,4684.44,-325.07,-368,42.92,2935货,6.45货,114货,106货,5541,N/A,25.5窾,1.79窾,1.33窾,4.05窾,9293,N/A,2067窾,-2.95窾,42.9窾,45.9窾,139窾,29.71%,5998,139窾,39.12%,1292货,1294货,-6.92货,18267货,1048货,1055货,N/A,-19.9货,9072货,50.9货,70.8货,N/A,-75.6货,-14745货,124货,199货,N/A,-102货,12558货,1222货,1325货,N/A,0.21%,9.29%,9.08%
2024/8/16,22114.72,22374.94,22114.72,22349.33,4273.29,3832.33,4569.21,-257.7,-345.94,88.24,2934货,-1.16货,154货,152货,6439,N/A,25.1窾,-3757,1.83窾,2.82窾,1.37窾,N/A,2049窾,-17.8窾,44.4窾,62.2窾,154窾,28.96%,5717,154窾,36.23%,1546货,1550货,453货,18720货,1663货,1209货,N/A,56.1货,9128货,96.1货,39.9货,N/A,27.6货,-14718货,185货,157货,N/A,537货,13095货,1944货,1407货,N/A,-0.70%,9.41%,10.11%
2024/8/19,22338.83,22485.91,22307.17,22409.63,3254.31,3701.38,4226.72,-193.53,-315.46,121.93,2954货,20.6货,133货,111货,2553,N/A,25.6窾,4862,1.38窾,2.10窾,2289,N/A,2004窾,-44.6窾,26.7窾,71.3窾,128窾,29.72%,4286,128窾,37.03%,1204货,1206货,-32.8货,18688货,992货,1025货,N/A,33.2货,9161货,75.8货,42.6货,N/A,-95.6货,-14813货,117货,213货,N/A,-95.2货,13000货,1185货,1280货,N/A,1.44%,10.11%,8.67%
2024/8/20,22464.07,22545.89,22369.25,22429.1,3588.08,3721.01,3933.46,-137.83,-279.93,142.1,2956货,2.07货,141货,136货,5784,N/A,26.2窾,5510,1.71窾,2.89窾,6289,N/A,2002窾,-2.80窾,59.1窾,61.9窾,153窾,30.49%,7189,153窾,37.12%,1331货,1333货,47.6货,18735货,1143货,1095货,N/A,22.6货,9184货,67.0货,44.4货,N/A,-84.2货,-14897货,113货,197货,N/A,-14.0货,12986货,1323货,1337货,N/A,2.80%,12.36%,9.56%
2024/8/21,22316.78,22358.88,22165.82,22237.89,3446.43,3573.61,3824.36,-108.04,-245.55,137.52,2971货,14.4货,123货,107货,2939,N/A,25.6窾,-5530,2.13窾,1.91窾,3302,N/A,1992窾,-9.29窾,49.7窾,59.0窾,166窾,30.54%,6569,165窾,36.18%,1246货,1248货,-50.2货,18685货,1154货,1204货,N/A,4.49货,9188货,61.5货,57.0货,N/A,-165货,-15063货,133货,298货,N/A,-211货,12775货,1349货,1560货,N/A,3.24%,11.17%,7.93%
2024/8/22,22254.59,22315.92,22096.26,22148.83,2983.33,3509.09,3709.09,-89.26,-214.29,125.04,2976货,5.43货,108货,94.9货,4.55窾,N/A,26.4窾,7661,1.50窾,2.51窾,2495,N/A,1974窾,-18.1窾,43.3窾,61.4窾,127窾,31.82%,4973,127窾,38.45%,1146货,1148货,-68.9货,18616货,959货,1028货,N/A,15.3货,9204货,39.2货,23.9货,N/A,-29.7货,-15092货,102货,132货,N/A,-83.3货,12692货,1100货,1183货,N/A,1.80%,10.15%,8.34%
2024/8/23,22042.59,22159.27,21935.98,22158.05,3142.55,3282.94,3557.64,-79.48,-187.33,107.85,3007货,30.7货,128货,95.4货,3459,N/A,26.1窾,-3267,2.26窾,3.82窾,1.88窾,N/A,1975窾,3521,46.0窾,45.6窾,188窾,35.05%,4810,188窾,38.56%,1210货,1214货,-19.5货,18597货,1045货,1064货,N/A,30.8货,9234货,58.1货,27.3货,N/A,3.97货,-15088货,136货,132货,N/A,15.2货,12707货,1239货,1223货,N/A,3.05%,11.64%,8.59%
2024/8/26,22250.49,22449.45,22164.53,22240.12,3523.52,3336.78,3519.08,-57.3,-161.32,104.03,3025货,17.8货,149货,130货,4545,N/A,26.3窾,2318,2.27窾,2.81窾,3099,N/A,1979窾,4.88窾,40.0窾,35.1窾,202窾,33.21%,7309,202窾,37.70%,1328货,1329货,-51.5货,18545货,1093货,1145货,N/A,30.1货,9264货,58.7货,28.6货,N/A,-29.3货,-15118货,142货,171货,N/A,-50.7货,12656货,1294货,1345货,N/A,0.42%,11.49%,11.07%
2024/8/27,22179.21,22205.11,22059.51,22185,2935.61,3206.29,3463.65,-48.43,-138.74,90.32,3050货,25.8货,123货,96.3货,2951,N/A,27.0窾,7580,1.56窾,2.47窾,1536,N/A,1987窾,8.02窾,55.3窾,47.3窾,150窾,32.80%,4445,150窾,39.27%,1151货,1154货,-128货,18417货,884货,1012货,N/A,48.2货,9313货,71.2货,23.0货,N/A,-13.7货,-15131货,128货,142货,N/A,-93.5货,12563货,1084货,1177货,N/A,2.52%,12.05%,9.53%
2024/8/28,22210.57,22370.66,22108.86,22370.66,3163.11,3149.62,3361.62,-29.24,-116.84,87.61,3077货,26.9货,143货,114货,3356,N/A,27.6窾,5456,1.60窾,2.52窾,3718,N/A,2006窾,18.0窾,61.6窾,43.6窾,135窾,32.44%,7684,134窾,37.98%,1200货,1203货,-115货,18302货,977货,1092货,N/A,24.9货,9338货,48.5货,23.6货,N/A,5689窾,-15131货,128货,127货,N/A,-90.0货,12473货,1153货,1243货,N/A,3.11%,12.93%,9.81%
2024/8/29,22136.31,22273.62,22010.89,22201.85,3419.12,3236.78,3372.94,-24.49,-98.37,73.88,3110货,32.9货,143货,108货,3792,N/A,26.9窾,-6672,2.01窾,2.31窾,9653,N/A,2009窾,3.86窾,51.6窾,47.8窾,154窾,34.66%,4525,153窾,39.97%,1364货,1368货,-241货,18060货,1023货,1264货,N/A,30.3货,9368货,71.4货,41.1货,N/A,-33.2货,-15164货,133货,166货,N/A,-244货,12229货,1227货,1472货,N/A,3.11%,12.50%,9.39%
2024/8/30,22230.07,22342.25,22230.07,22268.09,4194.69,3447.21,3365.07,-12.11,-81.12,69.01,3123货,12.3货,132货,117货,6798,N/A,25.9窾,-9790,2.26窾,1.93窾,6496,N/A,2003窾,-6.22窾,49.0窾,55.3窾,143窾,27.66%,7266,142窾,29.44%,1234货,1236货,-47.4货,18013货,2058货,2105货,N/A,40.3货,9408货,55.5货,15.2货,N/A,11.7货,-15152货,134货,122货,N/A,4.58货,12233货,2248货,2243货,N/A,0.72%,8.96%,8.24%
2024/9/2,22341.9,22439.31,22178.04,22235.1,2945.64,3331.63,3334.21,-2.69,-65.44,62.74,3133货,10.1货,123货,110货,1.58窾,N/A,25.0窾,-9761,2.42窾,1.70窾,2500,N/A,1990窾,-13.1窾,33.6窾,46.8窾,116窾,28.18%,4524,115窾,36.56%,1076货,1077货,-128货,17885货,838货,966货,N/A,51.0货,9459货,83.7货,32.8货,N/A,-68.7货,-15221货,112货,181货,N/A,-146货,12087货,1034货,1180货,N/A,2.71%,11.67%,8.96%
2024/9/3,22240.11,22303.5,22092.21,22092.21,2975.29,3339.57,3272.93,-5.4,-53.43,48.03,3137货,4.35货,116货,110货,6821,N/A,25.4窾,4216,1.63窾,2.58窾,5379,N/A,1991窾,5618,45.7窾,45.1窾,111窾,25.89%,8957,110窾,35.04%,1042货,1043货,-59.7货,17825货,880货,939货,N/A,58.0货,9517货,89.5货,31.5货,N/A,-59.3货,-15280货,136货,196货,N/A,-61.0货,12026货,1106货,1167货,N/A,1.81%,9.92%,8.11%
2024/9/4,21574.65,21574.65,20922.17,21092.75,5075.32,3722.01,3435.82,-85.2,-59.78,-25.41,3097货,-39.6货,135货,172货,9757,N/A,26.0窾,5709,4.25窾,4.99窾,1688,N/A,2013窾,22.7窾,91.3窾,68.6窾,190窾,24.92%,1.36窾,188窾,31.57%,1600货,1605货,-1008货,16818货,1339货,2347货,N/A,115货,9632货,150货,35.6货,N/A,-340货,-15620货,251货,591货,N/A,-1232货,10794货,1741货,2973货,N/A,-0.57%,7.57%,8.14%
2024/9/5,21271.09,21488.81,21150.99,21187.71,3299.47,3698.08,3467.43,-140.1,-75.85,-64.26,3101货,4.05货,102货,95.1货,4899,N/A,28.3窾,2.33窾,1.76窾,4.31窾,2246,N/A,2023窾,10.0窾,72.4窾,62.4窾,143窾,28.11%,9289,142窾,37.79%,1247货,1247货,-257货,16560货,966货,1223货,N/A,67.0货,9699货,109货,41.8货,N/A,-149货,-15769货,136货,286货,N/A,-340货,10454货,1211货,1551货,N/A,2.25%,10.00%,7.75%
2024/9/6,21255.45,21461.71,21125.14,21435.19,2755.44,3410.23,3428.72,-172.71,-95.22,-77.49,3096货,-5.20货,87.3货,90.3货,4779,N/A,27.6窾,-6545,2.42窾,2.03窾,2718,N/A,1993窾,-30.7窾,34.5窾,65.1窾,111窾,28.20%,6854,111窾,37.66%,1037货,1039货,12.0货,16572货,949货,937货,N/A,59.0货,9758货,97.0货,38.0货,N/A,-74.7货,-15844货,117货,192货,N/A,-3.73货,10451货,1164货,1167货,N/A,-0.47%,10.02%,10.49%
2024/9/9,21127.81,21163.91,20922.51,21144.44,3092.44,3439.59,3385.61,-217.87,-119.75,-98.12,3110货,13.8货,97.1货,81.3货,7090,N/A,26.2窾,-1.47窾,3.39窾,2.37窾,4594,N/A,1984窾,-8.64窾,39.9窾,48.6窾,126窾,26.28%,8056,126窾,34.65%,1070货,1073货,-501货,16071货,909货,1410货,N/A,85.7货,9844货,115货,29.5货,N/A,-116货,-15960货,162货,278货,N/A,-532货,9919货,1186货,1718货,N/A,0.05%,8.28%,8.23%
2024/9/10,21252.57,21324.43,20977,21064.08,3346.49,3513.83,3426.7,-249.68,-145.73,-103.94,3090货,-19.7货,108货,125货,5721,N/A,27.0窾,8441,1.92窾,3.48窾,7145,N/A,1987窾,3.28窾,66.0窾,62.7窾,123窾,27.58%,6440,123窾,36.10%,1208货,1209货,-270货,15801货,1034货,1304货,N/A,24.1货,9868货,74.0货,49.9货,N/A,-75.4货,-16036货,130货,206货,N/A,-322货,9597货,1238货,1560货,N/A,-0.09%,9.97%,10.06%
2024/9/11,21089.18,21134.05,21031,21031,2385.11,2975.79,3348.9,-275.8,-171.75,-104.05,3092货,1.50货,81.3货,77.3货,1.10窾,N/A,27.0窾,-105,2.47窾,2.75窾,2950,N/A,1996窾,8.80窾,81.6窾,72.8窾,106窾,24.71%,4871,105窾,34.40%,820货,821货,-85.1货,15716货,782货,867货,N/A,68.5货,9936货,95.6货,27.1货,N/A,-47.0货,-16083货,123货,170货,N/A,-63.7货,9534货,1001货,1065货,N/A,3.69%,12.26%,8.57%
2024/9/12,21373.64,21706.85,21373.64,21653.25,3160.3,2947.95,3323.02,-250.04,-187.41,-62.64,3097货,5.34货,121货,114货,4876,N/A,27.4窾,4401,2.11窾,2.66窾,1094,N/A,1981窾,-15.1窾,45.7窾,60.8窾,123窾,25.59%,7736,122窾,32.52%,1027货,1029货,364货,16080货,1312货,948货,N/A,38.6货,9975货,65.7货,27.2货,N/A,79.3货,-16003货,208货,129货,N/A,482货,10015货,1586货,1104货,N/A,1.83%,12.61%,10.79%
2024/9/13,21754.36,21796.39,21643.22,21759.65,2535.39,2903.94,3157.09,-215.61,-193.05,-22.56,3111货,14.3货,91.8货,75.7货,7865,N/A,27.1窾,-3344,1.69窾,1.95窾,5895,N/A,1971窾,-9.47窾,48.6窾,58.1窾,97.6窾,28.21%,5329,97.1窾,34.33%,870货,871货,29.4货,16109货,916货,886货,N/A,36.5货,10011货,72.3货,35.8货,N/A,-31.3货,-16035货,93.6货,125货,N/A,34.7货,10050货,1082货,1047货,N/A,1.38%,10.31%,8.92%
2024/9/16,21800,21854.74,21736.7,21850.08,2355.98,2756.65,3098.12,-179.54,-190.35,10.81,3123货,11.3货,92.3货,77.1货,1.43窾,N/A,27.6窾,5315,1.40窾,2.52窾,5896,N/A,1968窾,-3.35窾,39.2窾,42.6窾,109窾,28.19%,5660,108窾,35.36%,832货,834货,-20.5货,16089货,748货,768货,N/A,24.7货,10036货,78.6货,53.9货,N/A,-51.7货,-16086货,87.4货,139货,N/A,-47.5货,10003货,914货,961货,N/A,0.02%,9.69%,9.67%
2024/9/18,21813.54,21859.16,21584.63,21678.84,3366.58,2760.67,3137.25,-159.01,-184.08,25.07,3131货,8.50货,119货,109货,5077,N/A,27.4窾,-2157,2.20窾,2.57窾,5881,N/A,1984窾,15.8窾,62.7窾,46.8窾,154窾,28.26%,7822,153窾,33.20%,1117货,1119货,-159货,15929货,1094货,1253货,N/A,45.9货,10082货,133货,87.5货,N/A,-156货,-16242货,143货,299货,N/A,-269货,9733货,1371货,1640货,N/A,0.54%,10.11%,9.56%
2024/9/19,21675.4,22042.69,21656.66,22042.69,3345.67,2952.78,2964.29,-121.5,-171.56,50.06,3136货,4.28货,119货,111货,9475,N/A,27.3窾,-1077,2.38窾,2.52窾,2446,N/A,1983窾,-7455,45.2窾,45.9窾,136窾,27.09%,8283,136窾,35.30%,1179货,1183货,271货,16200货,1352货,1081货,N/A,27.3货,10109货,114货,87.0货,N/A,60.1货,-16182货,220货,160货,N/A,359货,10092货,1686货,1328货,N/A,-3.20%,8.48%,11.68%
2024/9/20,22246.24,22354.54,22136.53,22159.42,4760.49,3272.82,3110.39,-70.28,-151.31,81.02,3123货,-12.4货,133货,144货,5872,N/A,28.0窾,6524,1.84窾,2.78窾,2864,N/A,1972窾,-10.9窾,34.0窾,44.9窾,181窾,27.15%,1.07窾,180窾,31.57%,1502货,1504货,238货,16438货,2199货,1961货,N/A,34.2货,10143货,202货,168货,N/A,-6545窾,-16183货,166货,167货,N/A,271货,10363货,2567货,2296货,N/A,-2.24%,7.53%,9.78%
2024/9/23,22170.94,22307.46,22170.94,22285.53,3051.73,3376.09,3140.02,-24.58,-125.96,101.38,3128货,4.55货,123货,116货,3913,N/A,27.5窾,-4645,2.17窾,2.38窾,6840,N/A,1974窾,1.76窾,54.6窾,52.8窾,136窾,28.94%,5652,135窾,35.27%,1075货,1078货,116货,16554货,1024货,908货,N/A,43.0货,10186货,140货,97.2货,N/A,29.0货,-16154货,150货,121货,N/A,188货,10551货,1315货,1127货,N/A,-1.33%,10.20%,11.53%
2024/9/24,22273.79,22431.78,22154.55,22431.78,3527.72,3610.44,3183.55,19.5,-96.87,116.36,3138货,9.91货,126货,115货,4052,N/A,28.1窾,5596,1.94窾,2.76窾,2601,N/A,1970窾,-3.85窾,57.2窾,61.0窾,153窾,30.91%,9987,152窾,36.35%,1281货,1284货,105货,16660货,1243货,1137货,N/A,7.22货,10194货,132货,125货,N/A,24.2货,-16130货,171货,146货,N/A,137货,10688货,1546货,1409货,N/A,-0.94%,9.85%,10.79%
2024/9/25,22569.29,22785.32,22569.29,22761.6,4474.3,3831.98,3296.33,82.28,-61.04,143.32,3141货,3.56货,163货,158货,7443,N/A,28.6窾,5864,1.95窾,2.88窾,3458,N/A,1963窾,-7.73窾,43.3窾,51.0窾,165窾,28.12%,1.01窾,164窾,33.98%,1518货,1523货,347货,17007货,1713货,1366货,N/A,21.5货,10215货,131货,109货,N/A,128货,-16001货,267货,138货,N/A,497货,11185货,2110货,1613货,N/A,-2.36%,9.12%,11.48%
2024/9/26,22841.42,22961.77,22769.24,22858.81,4475.61,4057.97,3505.38,141.92,-20.45,162.37,3132货,-9.18货,153货,160货,7102,N/A,29.1窾,4475,1.98窾,2.76窾,3305,N/A,1949窾,-13.4窾,37.3窾,50.7窾,166窾,29.18%,8755,165窾,35.54%,1589货,1592货,212货,17219货,1636货,1424货,N/A,5.38货,10220货,142货,137货,N/A,48.7货,-15953货,228货,180货,N/A,266货,11451货,2006货,1740货,N/A,-1.36%,9.36%,10.72%
2024/9/27,22978.97,23079.21,22806.83,22822.79,4346.95,3975.26,3624.04,188.68,21.38,167.3,3133货,7672窾,150货,147货,5201,N/A,29.6窾,5420,2.42窾,3.09窾,1235,N/A,1943窾,-5.87窾,44.5窾,50.4窾,171窾,26.46%,1.27窾,169窾,34.94%,1518货,1520货,246货,17466货,1637货,1391货,N/A,9.77货,10230货,93.2货,83.4货,N/A,45.2货,-15907货,232货,187货,N/A,301货,11753货,1963货,1661货,N/A,-0.02%,9.34%,9.36%
